City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
326,kadhan,24.481,68.9859,33.68,65,40,4.05,PK,1721534772
327,anadyr,64.75,177.4833,14.28,67,40,3.0,RU,1721534773
328,wanning,18.8003,110.3967,26.48,94,100,5.04,CN,1721534775
329,buarcos,40.166,-8.8768,16.89,91,4,6.81,PT,1721534776
330,al muwayh,22.4333,41.7583,29.74,16,98,0.86,SA,1721534777
331,fasa,28.9383,53.6482,21.58,33,0,2.06,IR,1721534778
332,ciudad lazaro cardenas,17.9583,-102.2,27.18,82,100,1.09,MX,1721534779
333,nouadhibou,20.931,-17.0347,24.99,61,39,8.75,MR,1721534780
334,alameda,37.5999,-121.8844,21.25,74,1,0.89,US,1721534781
335,plastun,44.7561,136.2939,18.26,100,100,1.26,RU,1721534783
336,greymouth,-42.4667,171.2,12.58,70,97,0.7,NZ,1721534784
337,cutral-co,-38.9469,-69.2089,0.51,10,1,0.89,AR,1721534785
338,kapa'a,22.0752,-159.319,27.18,74,75,5.14,US,1721534786
339,tuy hoa,13.0833,109.3,30.56,62,98,9.08,VN,1721534787
340,san luis,-33.295,-66.3356,9.85,66,100,0.54,AR,1721534640
341,zambezi,-13.5432,23.1047,10.04,31,1,1.93,ZM,1721534791
342,daye,30.0833,114.95,35.55,55,5,2.82,CN,1721534792
343,mae ramat,16.984,98.5166,28.18,91,100,1.64,TH,1721534793
344,bel ombre,-4.6167,55.4167,26.91,74,40,5.14,SC,1721534794
345,lamu,-2.2717,40.902,24.58,75,99,5.87,KE,1721534528
346,atafu village,-8.5421,-172.5159,28.47,78,57,9.82,TK,1721534796
347,sterling,39.0062,-77.4286,22.38,85,75,0.0,US,1721534798
348,daru,-9.0763,143.2092,24.66,81,98,6.02,PG,1721534799
349,yengema,8.7167,-11.1667,21.58,100,100,0.09,SL,1721534800
350,alice springs,-23.7,133.8833,16.75,25,0,5.66,AU,1721534801
351,lospalos,-8.5186,127.0025,24.68,61,100,5.52,TL,1721534802
352,el bauga,18.262,33.9081,33.13,38,54,6.63,SD,1721534803
353,waingapu,-9.6567,120.2641,28.46,56,20,7.53,ID,1721534805
354,canutama,-6.5339,-64.3831,22.78,47,1,1.15,BR,1721534518
355,egilsstadir,65.2653,-14.3948,8.78,94,100,1.76,IS,1721534807
356,polyarnyy,69.1989,33.4478,17.19,60,76,3.42,RU,1721534808
357,enewetak,11.3474,162.3373,28.75,78,17,6.87,MH,1721534809
358,igarka,67.4667,86.5833,14.49,41,0,10.49,RU,1721534810
359,pisco,-13.7,-76.2167,14.03,88,3,2.06,PE,1721534642
360,chumphon,10.3333,98.8333,26.16,86,100,1.75,TH,1721534813
361,general conesa,-40.1,-64.4333,3.59,84,0,4.67,AR,1721534814
362,umba,66.6871,34.3429,12.59,61,11,1.28,RU,1721534815
363,puerto aysen,-45.4,-72.7,3.58,99,86,1.85,CL,1721534726
364,tual,-5.6667,132.75,24.86,84,91,11.46,ID,1721534817
365,usogorsk,63.4106,48.6872,14.79,53,4,3.21,RU,1721534818
